編號,公司名稱,公司位置,產業類別
67209355,裕連興營造有限公司,台南市下營區中營627號,土木工程
8960833,榮剛材料科技股份有限公司,"[新營工業區]                                                            
                                                        台南市新營區新中路35號",其他金屬相關製造
73558173,翔泰汽車輪胎行,台南市新營區民治路158號,汽機車維修
10065508,財團法人台灣省台南市天主教仁愛修女會附設台南市私立老吾老養護中心,台南市南區金華路一段530巷19號,護理之家／安養中心／長照
72517417,柏達自動門科技有限公司,台南市北區大興街114巷16號,建物裝修╱裝潢
73081792,天一本草 / 茗京萃 / 天一愛,台南市東區崇學路165號7樓,綜合商品批發代理
51390254,辰?股份有限公司,"[新營工業區]                                                            
                                                        台南市新營區五福路134號",食品製造╱加工
50133827,寅勝企業有限公司,台南市北區北門路三段37號,百貨相關
73567435,永旺環保有限公司,台南市永康區中山北路1023號,環境衛生╱污染防治相關
69436671,兆勝管理顧問有限公司,台南市永康區勝華街146號,建築╱工程技術服務
67812767,御品牙醫診所,台南市佳里區中山路233號,診所
73543647,秀秀鐵材行,台南市安定區港口里328號,鋼鐵工業
71484841,藝起美髮造型,台南市佳里區中山路176號,美髮相關
10341646,美一塑膠實業股份有限公司,台南市關廟區關新路二段223號,塑膠製品製造
50631547,政大書城股份有限公司,台南市中西區西門路二段120號B1,圖書館╱博物館╱美術館╱其它機構
51692263,?立食品有限公司,台南市仁德區中正路三段81之12號,食品製造╱加工
50807360,展佳食品股份有限公司,台南市東區崇善路232巷17弄31號,食品製造╱加工
70450751,德春機電有限公司,台南市安定區港口里399-1號,自動控制相關
73461649,肆玖生活五金有限公司,台南市永康區永大路三段189號1樓,百貨相關
51447030,仁得內科診所,台南市仁德區義林十二街136號,診所
50133667,永再實業有限公司,台南市永康區正南三路76號,專用生產機械製造修配
48542760,山亞實業股份有限公司,台南市安南區長和路一段217巷179弄30號,塑膠製品製造
73177330,佳歆工程有限公司,台南市南區萬年路406巷432號1樓,其他營造
51580635,天龍食品有限公司,台南市仁德區保安路二段1巷80號,食品製造╱加工
48720027,大台南天然氣股份有限公司,台南市永康區裕永路350號,其他石油╱煤製品製造
67301708,未來世界小吃店,台南市安南區興安路7號,餐廳╱餐館
73194153,運通國際旅行社有限公司,台南市東區裕農路43巷20號,旅遊服務
69384311,星際電子遊戲場業,台南市安南區海佃路一段333號,遊戲電玩
67788488,美客萊生鮮超市_美客萊有限公司,台南市安南區海佃路三段318號,百貨相關
51467631,蔡宜璋建築師事務所,台南市北區和緯路三段214號3樓,建築設計
1817686,禾新國際股份有限公司,台南市西港區中山路469之6號,其他金屬相關製造
75132056,安中京享鐵板燒,台南市安南區安中路一段 546號,餐廳╱餐館
72351149,金宏瓦斯行,台南市七股區大埕里大埕28-43號,燃料零售業
72556983,悅榮工程有限公司,,空調╱水機電工程
72197146,HLC,台南市仁德區中山路730號1樓,通訊機械器材相關
73497574,永新汽車商行,台南市永康區中華路198之17號9樓,其他汽機車相關服務
73504109,統一超商明倫門市,台南市中西區金華路三段88號,其他零售業
73487782,星創保全股份有限公司,台南市永康區東橋七路151號,保全樓管相關
73194038,松橙商行,台南市安平區國平路589號,早餐店
70701733,方圓教育機構,台南市北區文賢二街461號,學前教育事業
67792395,智鉉企業有限公司,台南市安定區港子尾37-38號,其他金屬相關製造
72018317,慶記實業有限公司,台南市中西區樹林街151號2樓,環境衛生╱污染防治相關
71680657,弘泰工程有限公司,台南市新市區富林路120號,空調╱水機電工程
67213801,貫智數位資訊股份有限公司,台南市東區中華東路2段77號9樓之2,電腦軟體相關
72523086,美商語言連線有限公司,台南市永康區中華路1之72號,其他專業╱科學╱技術
72563203,茂順工程行.,,建物裝修╱裝潢
72570363,上泰裕企業有限公司,台南市安平區建平五街167號,紡織成衣
73516434,悅來小吃店,,餐廳╱餐館
71680825,世曜電機有限公司,台南市安定區新吉里新吉19之45號,空調╱水機電工程
51466667,茶霖國際茶業有限公司,,
72427483,昇達庫板工程有限公司,,建物裝修╱裝潢
68842542,宏勤股份有限公司,台南市新市區潭頂里潭頂16號,其他金屬相關製造
72530326,滿玥軒_台北小棧國際餐飲股份有限公司,台南市安平區永華路二段569號,餐廳╱餐館
71171981,丞翊汽車配件廠,台南市歸仁區西埔一街811號,汽機車維修
69598888,君鼎制作空間規劃_君鼎有限公司,台南市東區東平路12巷11號1樓,專門設計相關
72525469,葡京電子遊戲場業,台南市中西區尊王路130號,休閒服務
73568787,東元電裝有限公司,台南市北區公園路128-48號,半導體製造
51458696,菊櫻有限公司,台南市仁德區新田路196號,農事╱畜牧相關
68988430,三美能源開發股份有限公司,台南市永康區中山南路319巷17弄26號,燃料零售業
69430287,Tea's原味,台南市歸仁區長榮路一段209之2號,飲料店
68644135,台南市私立康寧護理之家,台南市下營區中營里1053號,護理之家／安養中心／長照
48650907,剴舜工程有限公司,台南市西港區中山路467之1號,空調╱水機電工程
50061666,源玉鋼鐵有限公司,台南市官田區官田村411號,其他金屬相關製造
70476916,阿牛牛肉湯,台南市東區小東路250之3號,餐廳╱餐館
73511156,麻古茶坊台南青年店_茗新商行,台南市中西區城隍里青年路143號,飲料店
68637552,台南市私立健康老人長期照顧中心,台南市南區永南街20號,護理之家／安養中心／長照
51839044,長利科技股份有限公司,"[永康科技園區]                                                            
                                                        台南市永康區永科環路115號",電力機械器材製造修配
73187856,元成消防工程有限公司,台南市東區裕豐街84巷35號4樓之3,建物裝修╱裝潢
73207177,何婦產科診所,台南市新市區民生路46號,診所
68647269,頡亮有限公司,台南市佳里區鎮山里鎮山94之77號,塑膠製品製造
51467979,大昌藥局,台南市北區北安路一段132號,藥局
69433801,清華綠能股份有限公司,台南市東區崇德路58號1樓,電腦系統整合服務相關
73567361,奧爾攝影文化事業有限公司,台南市仁德區文華路三段417號2樓,攝影沖印服務
71172515,東春館,台南市新營區新進路234號,餐廳╱餐館
73212008,Collage咖樂聚_珍實咖啡店,台南市善化區建國路339號,餐廳╱餐館
67985984,奇奇流行皮鞋,台南市中西區西門路二段92號,鞋類╱布類╱服飾品零售
2745041,崧柏電子有限公司,"[台南科技工業區]                                                            
                                                        台南市安南區工業七路9號",被動電子元件製造
67299599,友愛動物醫院,台南市中西區友愛街277號,動物醫院
72197280,雞家麵,台南市安南區安中路一段843號,餐廳╱餐館
73516124,甲一飯包(常來客小吃店),台南市新營區復興路307號,餐廳╱餐館
72564535,合鑫/武弄堆高機-合鑫起重工程行,台南市善化區南科北路158號,機械設備租賃／維修
67984517,私立貝比園文理短期補習班,台南市佳里區公園路515號1-2樓,補習班
71680635,中良實業股份有限公司,台南市歸仁區中山路三段487號,其他金屬相關製造
69435278,人德科技有限公司,,電力機械器材製造修配
51471374,路路安汽修連鎖(路路安國際有限公司),台南市歸仁區民權二街29之22號,汽機車維修
33945625,美食家食材通路股份有限公司,"[台南科技工業區]                                                            
                                                        台南市安南區工業一路58號",儲配╱運輸物流
2915086,漢時企業有限公司,台南市北區金華路五段22號,食品什貨零售
72398758,景強國際有限公司,台南市安定區新吉19-46號,金屬相關製造
69084216,平興五金有限公司,台南市仁德區中山路667號,其他零售業
73521103,京湛水產食品有限公司,台南市下營區大同街23號,農╱畜╱水產品批發
68645584,易萱實業有限公司,台南市仁德區勝利一街11巷14號,塑膠╱橡膠╱合成樹脂製造
73497273,捷能精密工業有限公司,台南市永康區復興路26巷9號,專用生產機械製造修配
72386139,順興綜合建材有限公司,台南市安南區安明路四段1259號,建材╱傢俱零售業
69598534,濬宇有限公司,台南市仁德區文華路二段1187之10號,紙相關製造
73569257,和昌消防器材行,台南市安南區長溪路一段168巷190弄8號,空調╱水機電工程
73514912,翔鎰金屬有限公司,台南市安南區安和路二段318巷6號,金屬結構╱建築組件製造
75131553,津緯工程有限公司,台南市中西區金華路三段230號3樓-1,土木工程
71952909,博源行有限公司,台南市新營區新榮四街22號,家庭電器╱設備用品批發
9912006,華門工程顧問股份有限公司,台南市南區三官路55號,環境衛生╱污染防治相關
50957851,婦兒安婦幼中心,台南市東區中華東路三段46號,醫院
67712942,永慶不動產台南裕農加盟店_丞鑫不動產仲介經紀有限公司,台南市東區裕農路372號1樓,不動產經營╱開發
73185886,義洋有限公司,台南市佳里區延平路557號,電力機械器材製造修配
61359282,光明內科診所,台南市中西區府前路一段80號,診所
69124021,峻德建材有限公司,台南市新化區中興路740號,建材╱傢俱批發
73515153,聯宏企業,台南市東區崇德14街78號,自動控制相關
50925971,關子嶺統茂溫泉會館_統茂大飯店股份有限公司關子嶺分公司(籌備中),台南市白河區關子嶺28號,餐廳╱餐館
9440559,碧勝科技股份有限公司,"[官田工業區]                                                            
                                                        台南市官田區工業南路12號",化學原料製造
50498700,(佳音英語-文元/安順分校)台南市私立育誠英語短期補習班,台南市安南區安和路三段125號,補習班
1818232,蕙騰企業有限公司,台南市安南區北安路四段375號,建物裝修╱裝潢
68790895,育大飼料,"[新營工業區]                                                            
                                                        台南市新營區忠孝路68號",農╱畜╱水產品零售
68789214,南科贊美酒店有限公司,台南市善化區成功路252號,飯店╱旅館
72400961,天使娃娃美睫坊,台南市安平區府平路229號1樓,美容╱美體相關
71171872,鈦瑞電機工程有限公司,台南市新市區大營里豐榮177之26號,空調╱水機電工程
505849,直得科技股份有限公司,"[南部科學園區]                                                            
                                                        台南市新市區大利一路3號",精密儀器相關製造
50941362,臺南市私立耀傑文理短期補習班,台南市安南區安昌街103巷53號,補習班
73539328,海宴餐廳.,台南市新營區健康路46號1樓,餐廳╱餐館
69413137,華一彩色印刷有限公司,台南市永康區中央路35號,印刷
73204776,蜂勝股份有限公司,台南市鹽水區舊營1-28號,屠宰
72374156,小熊威尼電子遊戲場業,台南市中西區金華路三段165號,休閒服務
71695955,臺南市私立小米文理短期補習班,台南市歸仁區大順街115號,補習班
51390450,興南眼鏡有限公司,台南市北區開元路509號,鐘錶╱眼鏡零售業
68967142,私立小太陽東興幼兒園,台南市新營區新東里東興九街56號,學前教育事業
73557151,台灣康法股份有限公司,台南市新市區國際路15號5樓-2,其他半導體相關
72378204,中天釣蝦場,台南市仁德區文南路308號,休閒服務
72428679,臺南市私立愛心幼兒園,台南市新市區潭頂里537號,學前教育事業
50576780,金安全科技股份有限公司,台南市安定區新吉里新吉7之10號,橡膠製品製造
73217431,翔永科技有限公司,"[樹谷園區]                                                            
                                                        台南市善化區六分寮325-2號",空調╱水機電工程
67009002,勝冠營造股份有限公司,台南市安南區怡安路二段59巷1號,土木工程
1263642,成綸企業股份有限公司,台南市永康區中正路350巷63號,塑膠製品製造
50806578,威正塑膠有限公司,台南市仁德區忠義路662號,塑膠製品製造
71056253,龍鑫國際科技有限公司,"[南部科學園區]                                                            
                                                        台南市新市區大業一路7號",專用生產機械製造修配
73184514,鼎輝通運行,,汽車貨運
73557755,恩穗居家護理所,台南市後壁區頂安里頂寮99號,診所
67323093,頂雅系統櫥櫃,台南市仁德區大發路225號,其他相關製造
50795203,日晃機械工業有限公司,台南市永康區三民街112巷201號,專用生產機械製造修配
50545648,台灣銅業科技股份有限公司,"[新營工業區]                                                            
                                                        台南市新營區新圳路8號",銅工業
50035526,永興祥木業股份有限公司,台南市仁德區二仁路一段315巷50號,家具╱家飾╱裝設品表面塗裝╱加工
526863,私立馬克美語短期補習班,台南市中西區開山路29巷6號4樓,補習班
73461931,臺南市私立愛兒寶托嬰中心,台南市安南區頂安街218號,學前教育事業
69425233,真愛一生生醫有限公司,台南市安平區慶平路386之1號,美容╱美體相關
50818764,山水眼鏡廠股份有限公司,"[安平工業區]                                                            
                                                        台南市南區新義南路43號",其他相關製造
73497158,方碩顧問有限公司,台南市麻豆區油車里自由路43之23號1樓,工商顧問服務
70532298,克林台包_克林食品店,台南市中西區府前路一段218號(孔子廟斜對面),麵包店╱點心烘焙店
36082730,展立光學股份有限公司,台南市安南區工業二路58號,其他相關製造
408231,亞洲蔬菜研究發展中心,台南市善化區益民寮60號,國際組織╱外國機構
73488360,迷你樂玩,台南市南區永成路二段627-6號,綜合商品批發代理
50951084,生展生物科技股份有限公司,"[南部科學園區]                                                            
                                                        台南市新市區大順九路9號",藥品製造
48328119,佳榮不銹鋼企業社,台南市學甲區興業路410號,其他相關製造
71635510,浚捷有限公司,台南市安定區港口333之35號C棟,金屬家具╱家飾╱裝設品製造╱加工
50375220,躍進步營造股份有限公司,台南市永康區聖龍街202號,建築工程
9975391,泰源機電技術顧問股份有限公司,台南市仁德區德南路167號,電力機械器材製造修配
73557207,統一超商奇美實加盟店(東朋有限公司),台南市歸仁區文化街二段110號,量販流通相關
51681737,夏閣汽車旅館,台南市北區育德二路290號,飯店╱旅館
69621548,競鴻事業有限公司,台南市永康區和平路258巷60號,其他金屬相關製造
51681222,旺騰實業有限公司,台南市西港區溪埔寮39之5號,金屬容器製造
71708985,若拉服飾,台南市中西區青年路28號,鞋類╱布類╱服飾品零售
48471808,正裕實業股份有限公司,台南市仁德區太乙五街19號,專用生產機械製造修配
73503064,臺南市私立學海文理短期補習班,台南市新營區民生路199號,補習班
73463035,佑新行銷股份有限公司,台南市永康區中華路198號10樓之19,廣告行銷公關
72390545,膜學堂有限公司,台南市善化區中山路189號1樓,電子通訊╱電腦週邊零售業
69430577,臺南市私立佳和老人長期照顧中心(養護型),https://www.facebook.com/jh1001207,護理之家／安養中心／長照
73557763,達瑞牧場,台南市白河區崁頭里中洲43-10號,農事╱畜牧相關
73568249,百利宮電子遊戲場業(籌備處),台南市東區東門路一段334號,休閒服務
68839643,永福億有限公司,台南市關廟區大順路152號,其他機械製造修配
73200608,悅沅企業社,台南市中西區成功路457號5樓之3,銷售推廣╱電話行銷
54934770,臺南市私立柏欣幼兒園,台南市北區文賢路242巷41號,學前教育事業
48360466,宏縉股份有限公司,台南市關廟區保順路一段31號,百貨相關
72377703,寬璟工程有限公司,台南市仁德區德南路373巷21弄34號,空調╱水機電工程
50811921,後東機械有限公司,台南市佳里區六安里六安104之17號1樓,專用生產機械製造修配
72559330,星磐營造有限公司,台南市安平區育平五街68號11樓之10,建築工程
69381473,普優瑪寢具有限公司,台南市歸仁區中山路一段48號B棟2樓,紡織成衣
72418166,正易科技有限公司,台南市新市區社內里社內50之120號,自動控制相關
71704937,寶偉企業社,,其他運輸工具╱零件製造修配
72554898,俊質生醫股份有限公司,"[南部科學園區]                                                            
                                                        台南市新市區南科一路3號2樓 C室",生化科技研發
72458008,頡宥有限公司,台南市永康區中正二街169巷50號,塑膠╱橡膠╱合成樹脂製造
73150706,佑昇汽機車商行,台南市東區崇德路32號,其他汽機車相關服務
73557944,創盛實業股份有限公司,,其他半導體相關
71531379,臺南市私立米琪幼兒園,台南市安定區港南里港口20-1號,學前教育事業
68992006,瑞穗沙茶爐,台南市中西區民族路三段205號,餐廳╱餐館
48472165,大蟲企業有限公司,台南市佳里區塭內里港墘11號,百貨相關
72568653,川食堂_珍饌餐飲事業,台南市北區立賢路一段31號,餐廳╱餐館
50928926,金蘋果蛋糕店,台南市北區文賢路273號,餐廳╱餐館
2802105,柏谷建設股份有限公司,台南市南區新信路20號,土木工程
68756563,精鴻興業股份有限公司,台南市永康區正南一街107巷18弄2號,汽車╱零件製造
68989072,多麼餐飲有限公司,台南市安平區育平路66號10樓之5,餐廳╱餐館
73527341,辰易企業有限公司,台南市永康區中華路200之17號,其他金融╱輔助
9997055,(馬可先生麵包坊)馬可先生食品企業股份有限公司,台南市仁德區文華路三段428巷53弄11號,麵包店╱點心烘焙店
71728125,旗津現撈海鮮餐廳,台南市新營區新進路二段407號,餐廳╱餐館
73454912,昀綮有限公司,台南市歸仁區中山九街9號,塑膠製品製造
48882434,肇聯有限公司,台南市永康區民族路一巷18弄136號,其他金屬相關製造
72338261,聯合安全衛生管理顧問有限公司,台南市永康區中華路1-52號,環境衛生╱污染防治相關
9620490,鉅全工業股份有限公司,台南市仁德區中正路二段70號,電力機械器材製造修配
70700691,友暘科技有限公司,,通用機械設備製造修配
73218177,發順緣企業有限公司,,其他金屬相關製造
270023,理和公寓大廈管理維護股份有限公司,台南市中西區府前路二段283號2樓,保全樓管相關
56918,愛生製藥廠有限公司,"[永康工業區]                                                            
                                                        台南市永康區王行里經華路2之1號",生化科技研發
68003125,小南便當-善化店(稻鄉春餐飲有限公司),台南市善化區中山路72號,餐廳╱餐館
97865,嘉倫眼鏡有限公司,台南市北區公園路595之23號,鐘錶╱眼鏡零售業
69649806,楓華沐月商務旅館股份有限公司,台南市南區建南路158號,飯店╱旅館
10395574,富雅樂企業股份有限公司,台南市善化區小新里苗圃巷1號,其他紡織製品製造
54941621,嘉豐建材有限公司,,土木工程
72189449,集陽綠能有限公司,台南市仁德區太乙七街28號,電力供應
51583399,慈惠實業有限公司-慈惠看護中心,台南市永康區小東路689號9樓A1,護理之家／安養中心／長照
73472526,健群永續創新股份有限公司,台南市中西區西門路一段701號8樓,電腦系統整合服務相關
73521363,皕威原生茶飲,台南市永康區自強路672號,飲料店
73527576,小蔡重機,台南市永康區太子路760號,其他汽機車相關服務
69096846,佰分之佰環保行,,環境衛生╱污染防治相關
50035633,昇陽五金有限公司,台南市新市區豐華村63-11號,其他金屬相關製造
71710187,誠泰管線工程有限公司,,管線╱管道工程相關
73545159,隨園食鍋,台南市新營區東興路247號,餐廳╱餐館
69080783,烏山頭湖境渡假會館_烏山頭開發股份有限公司,台南市官田區烏山頭里嘉南92號,飯店╱旅館
48727984,南亞畜牧股份有限公司,"[新營工業區]                                                            
                                                        台南市新營區復興路1133號",藥品製造
49785872,奇鴻有限公司,台南市仁德區中正路二段936巷32之1號,專用生產機械製造修配
73486887,連穎企業社(統一超商港達門市),台南市安定區港口245之10號,百貨相關
36200203,全美和工業股份有限公司,台南市仁德區太乙路48號,其他金屬相關製造
72470470,大金冠運動彩券行,台南市麻豆區忠孝路25之21號,其他零售業
72100931,良信工程行,台南市永康區國華街102巷115號4樓之1,空調╱水機電工程
69591220,龍鳳東大門韓國料理,台南市新營區中正路12號,餐廳╱餐館
73211266,共榮發展有限公司,台南市東區德光里崇德路54號5樓,國際貿易
70471301,新化護理之家,台南市新化區中山路32號,護理之家／安養中心／長照
75133206,正群廣告股份有限公司,台南市永康區中華路1之127號19樓,不動產經營╱開發
70025806,洛克華整体規劃設計顧問有限公司,台南市東區大學路10號7樓之1,建築設計
51525322,泉棸營造有限公司,台南市安南區大眾路839號,土木工程
72520304,二牛傳統小吃有限公司,台南市安平區安平路570號,餐廳╱餐館
36056278,臺南市私立安南幼兒園,台南市安南區安中路三段400巷11號,學前教育事業
36005387,亞力士精緻撞球運動館(亞力士電子遊戲場),台南市中西區民權路二段118號2樓,運動服務
10401599,活揚股份有限公司,台南市安南區永安路75號,塑膠製品製造
73468443,廣昕實業股份有限公司,台南市安南區本原街一段250巷36號,機械器具零售業
435952,台霖生物科技股份有限公司,台南市新營區太南里舊部80號,農事╱畜牧相關
73189776,善化蕃茄村(龍目井店)_龍景早餐店,台南市善化區蓮潭里龍目井路429號1樓,早餐店
73468537,宜晟精密企業社,,金屬手工具製造
73514827,秀空間設計股份有限公司,台南市善化區陽光大道197號1樓,專門設計相關
73487151,高新開發建設有限公司,台南市安平區建平十七街67號1樓,土木工程
69398727,佳佳生活事業有限公司,台南市新市區中山路2之2號,塑膠製品製造
75129034,陳幸妤牙醫診所,台南市東區林森路一段365號,診所
67212536,佶福包材紙業有限公司,台南市安南區北安路三段753之3號,其他相關製造
68649033,吉茂瓦楞紙器廠股份有限公司,台南市新化區新和庄236號,紙相關製造
67033865,LONCLEAN,台南市仁德區大同路三段498號,其他零售業
73449138,昕昱企業社,台南市永康區中華路425號5樓之11,鐘錶╱眼鏡批發
69412740,龍邦保全股份有限公司,台南市東區裕和五街215號,保全樓管相關
50753782,志誠醫院,台南市北區公園路315之1號,醫院
73082942,美吾家貿易有限公司,台南市歸仁區文化街一段105號,綜合商品批發代理
72457902,正笙有限公司,台南市仁德區一甲里忠義路270號,其他金屬相關製造
34430301,松騰金屬有限公司,台南市西港區慶安里中州21之33號,其他金屬相關製造
73138498,上亦國際食品有限公司,台南市善化區三民路1之11號,食品製造╱加工
69360829,國君交通股份有限公司,台南市永康區永大路三段457號,旅遊服務
72016749,腦力集教學有限公司,台南市南區夏林路399號,文教╱育樂用品批發
71724034,富士都商務汽車會館,台南市仁德區文華路三段500號,飯店╱旅館
73545539,永久隆不動產有限公司,台南市北區北安路一段198號,不動產經營╱開發
72430208,摩卡電子遊戲場業,台南市麻豆區興中路98號1樓,休閒服務
67808137,榮祥實業有限公司,台南市歸仁區大明街139巷53號,專用生產機械製造修配
51852661,仕強營造股份有限公司,台南市佳里區中山路73號,土木工程
48381326,遠洲國際有限公司,台南市安南區怡安路一段195號,百貨相關
2750063,和達機電工業有限公司,"[台南科技工業區]                                                            
                                                        台南市安南區科技一路28號",其他金屬相關製造
325783,日升大飯店(日升商務旅館),台南市中西區尊王路126號,飯店╱旅館
73540257,嘉大蛋品股份有限公司,台南市安南區怡安路二段113之6號,農事╱畜牧相關
67323546,佳里藥局,台南市佳里區中山路359號,藥局
9721604,皇賓大飯店,台南市東區中華東路三段452巷8弄16號,飯店╱旅館
73570492,清淨背包客棧.,台南市中西區民權路一段244號,飯店╱旅館
69446595,吳泓錡建築師事務所,台南市中西區萬昌街96號8樓,建築╱工程技術服務
69190163,茂全餐飲,台南市新市區中正路355之1號,餐廳╱餐館
69431437,冶釗鑄造有限公司,台南市永康區鹽信街146巷46號,其他金屬相關製造
68787574,亞宙實業社,台南市安南區公學路二段56之2號,汽車╱零件製造
48755199,信鑫食品行有限公司,台南市永康區王行路462巷22號,儲配╱運輸物流
48688665,大眾事業有限公司,台南市官田區中華路一段223號,空調╱水機電工程
69420701,圓安生技股份有限公司,台南市關廟區五福路21號,化妝品製造
71534058,弘陽綠能有限公司,台南市北區中華北路一段362巷3弄27號,空調╱水機電工程
71956790,香閣食品有限公司,台南市學甲區新達里頂山寮61之6號1樓(學甲工業區),食品製造╱加工
73492377,蜻蜓國際有限公司,台南市北區開元路147號5樓,其他機械製造修配
73515582,永佳輪胎行.,台南市麻豆區興國路61之6號,汽車╱零件製造
73188914,臺南市私立蓓樂托嬰中心,"[南部科學園區]                                                            
                                                        台南市善化區善新大道135號",學前教育事業
73481231,樂點牛排_勝立小吃部,台南市南區萬年五街250號,餐廳╱餐館
72564406,TUNNEL BAR,台南市中西區民權路二段291號,飲料店
68646025,永吉機械有限公司,台南市安南區安和路三段190巷30號,專用生產機械製造修配
73140446,安俋不動產顧問有限公司,台南市永康區三村一街27號,其他住宿服務
73091257,祥好藥局,台南市北區公園路876號,藥局
51680535,子龍建設有限公司,台南市永康區龍中街8號,土木工程
73570272,宣冠儲盈科技股份有限公司,台南市安南區媽祖宮里科技五路63號,電池製造
70701258,驊毅機械有限公司,台南市永康區中正南路592巷60之1號,自動控制相關
943952,新芳良化工原料儀器有限公司,台南市中西區永福路二段92號,化學原料製造
72013958,幸悅產後護理之家,台南市中西區民生路二段166號3樓(3樓、4樓、5樓、6樓、7樓、8樓、9樓),護理之家／安養中心／長照
50575024,永裕麵包廠,台南市安南區工明路177號,食品製造╱加工
50062927,若鐵企業有限公司,"[台南科技工業區]                                                            
                                                        台南市安南區工業七路15號",其他金屬相關製造
48325762,起將保全股份有限公司,台南市安平區慶平路563號,保全樓管相關
51680399,恆甲消防機電工程行,台南市永康區南台街54巷41弄13號,空調╱水機電工程
69623753,添好孕有限公司,台南市北區文賢路841號,其他零售業
67002308,(大裕生鮮超市)景大興業有限公司,台南市安南區安中路一段912號,百貨相關
51302802,第一家庭開發企業有限公司,台南市東區裕義路316號2樓,百貨相關
73539465,永盛蔬菜行,台南市永康區文化路261巷31號,農╱畜╱水產品批發
69066973,臺南市官田老人養護中心,台南市官田區中華路一段325號,護理之家／安養中心／長照
73217963,八方雲集-東安店,台南市東區東安路123號,餐廳╱餐館
71703531,宏威國際通運有限公司,台南市仁德區中正路三段338號,汽車貨運
73538497,瀚鑫工程有限公司,台南市下營區中興北路3巷11號,農藝╱園藝相關
73522225,小樹早午餐,台南市安南區安通路四段86號,餐廳╱餐館
71704974,請上桌五號港灣休閒廣場,台南市安平區同平路127巷16弄1之5號,餐廳╱餐館
73174056,大展自動化有限公司,台南市永康區中正南路220巷30弄11之1號,自動控制相關
69485199,中華民國養鹿協會,台南市安平區府前四街104號,農事╱畜牧相關
73172545,永盛汽車配件有限公司,台南市永康區小北路52號,其他汽機車相關服務
50570523,德氏塑膠(德氏科技股份有限公司),台南市仁德區保安路一段56巷8號,塑膠製品製造
68996842,右丞實業有限公司,台南市歸仁區丁厝街161號,建物裝修╱裝潢
48472655,允成通運股份有限公司,,儲配╱運輸物流
73194970,宇丞工程行,,專用生產機械製造修配
71060680,禾旺當舖,台南市北區西門路四段378號,其他金融╱輔助
71058003,豬對有韓式烤肉,台南市中西區永華路一段330號,餐廳╱餐館
69456895,黑工號,台南市東區育樂街185號,餐廳╱餐館
71630290,華夏航太股份有限公司,台南市新市區國際路2號,綜合商品批發代理
72184536,田好滴雞精,台南市永康區中正五街53巷47號,其他食品製造
51456010,竑旺國際興業有限公司,台南市安平區永華路二段817號,建材╱傢俱批發
48883431,台南市私立聖宜幼兒園,台南市仁德區仁德五街6號,學前教育事業
51850031,廣承交通器材股份有限公司,台南市七股區溪南里1鄰溪南5-16號,汽車╱零件製造
72466605,昭成機械廠股份有限公司,台南市永康區鹽信街151號,其他金屬相關製造
73521014,展成牧場,台南市柳營區八翁里八老爺127號,農事╱畜牧相關
72340281,成福汽車修理廠有限公司,台南市北區育賢街259號,汽機車維修
